id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
ts22470,The Muppet Show,SHOW,Go behind the curtains as Kermit the Frog and his muppet friends struggle to put on a weekly variety show.,1976,TV-G,25,"['comedy', 'family', 'music']",['GB'],5.0,tt0074028,8.4,24278.0,12.641,8.1
ts30718,Schoolhouse Rock!,SHOW,"Schoolhouse Rock! is an American interstitial programming series of animated musical educational short films that aired during the Saturday morning children's programming on the U.S. television network ABC. The topics covered included grammar, science, economics, history, mathematics, and civics. The series' original run lasted from 1973 to 1985, and was later revived with both old and new episodes airing from 1993 to 1999. Additional episodes were produced as recently as 2009 for direct-to-video release.",1973,,3,"['animation', 'family']",['US'],7.0,tt0069627,8.2,3905.0,2.987,7.8
ts28051,The Mickey Mouse Club,SHOW,A variety show featuring a cast of child performers.,1955,TV-PG,31,"['family', 'music', 'comedy', 'drama']",['US'],3.0,tt0047757,7.6,779.0,7.194,5.8
ts24939,Spider-Woman,SHOW,"When Jessica Drew was bitten by a poisonous spider as a child, her father saved her life by injecting her with an experimental ""spider serum,"" which also granted her superhuman powers. As an adult, Jessica works as editor of Justice Magazine but when trouble arises, Jessica slips away to change into her secret identity of Spider-Woman.",1979,TV-PG,21,"['animation', 'fantasy', 'action', 'family']",['US'],1.0,tt0197911,5.8,790.0,19.081,8.0
ts27944,Spin and Marty,SHOW,"Spin and Marty is a popular series of television shorts that aired as part of ABC's Mickey Mouse Club show of the mid-1950s produced by Walt Disney. There were three serials in all, set at the Triple R Ranch, a boys' western-style summer camp. The first series of 25 eleven-minute episodes, The Adventures of Spin and Marty, was filmed in 1955. Its popularity led to two sequels – The Further Adventures of Spin and Marty in 1956 and The New Adventures of Spin and Marty in 1957.

It aired as reruns on the Disney Channel until September 9, 2002.

The serials were based on the 1942 novel Marty Markham by Lawrence Edward Watkin. The producer for Disney was Bill Walsh and the screenplay was written by Jackson Gillis. The shows' success led to the Spin and Marty comic books of the late 1950s. The first season's 25 episodes with bonus material were released on DVD by Disney in 2005.",1955,,12,"['western', 'family']",['US'],1.0,tt0047775,8.0,300.0,2.866,8.0
ts20711,The Simpsons,SHOW,The satiric adventures of a working-class family in the misfit city of Springfield.,1989,TV-14,27,"['animation', 'comedy']",['US'],34.0,tt0096697,8.7,394764.0,516.381,7.9
ts15377,America's Funniest Home Videos,SHOW,America's Funniest Home Videos is the longest-running primetime entertainment show in ABC history. Each week AFV shines the spotlight on hilarious videos. Fans tune in to witness failures and fiascos and to submit their own mishaps for their chance at stardom.,1989,TV-PG,49,"['family', 'reality', 'comedy']",['US'],32.0,tt0098740,6.2,5356.0,18.117,7.0
ts146,DuckTales,SHOW,"Scrooge McDuck finds his hands full at home when nephews Huey, Dewey and Louie move to Duckburg. Joined by their loyal pals Launchpad McQuack, Gyro Gearloose and Mrs. Beakley, the DuckTales gang never fails to deliver a wealth of adventure. Get ready for a fortune of fun with DuckTales!",1987,TV-Y7,21,"['scifi', 'animation', 'fantasy', 'comedy', 'family', 'action']",['US'],4.0,tt0092345,8.1,31709.0,33.611,7.6
ts11857,Chip 'n' Dale Rescue Rangers,SHOW,"Chip and Dale head a small, eccentric group of animal characters who monitor not only the human world, but the animal community as well, solving mysteries wherever they may be. The ""Rescue Rangers"" take the cases that fall through the cracks.",1989,TV-G,23,"['fantasy', 'comedy', 'action', 'scifi', 'animation', 'crime', 'family']",['US'],3.0,tt0096557,7.5,18971.0,34.201,7.6
ts22529,Spider-Man,SHOW,Spider-Man is an American animated TV series based on the popular Marvel Comics character of the same name.,1981,TV-Y7,22,"['animation', 'action', 'family', 'fantasy', 'scifi']",['US'],1.0,tt0081938,6.9,1510.0,11.863,7.0
ts22521,Spider-Man and His Amazing Friends,SHOW,"Spider-Man and His Amazing Friends is an American animated television series produced by Marvel Productions starring established Marvel Comics characters Spider-Man and Iceman and an original character, Firestar. As a trio called the Spider-Friends, they fought against various villains.",1981,TV-Y7,25,"['action', 'scifi', 'comedy', 'crime', 'family', 'animation']",['US'],3.0,tt0083481,7.2,3484.0,31.159,7.5
ts233,Disney's Adventures of the Gummi Bears,SHOW,"Join the world’s sweetest heroes for high adventure in a mystical land of giants and wizards, ogres and dragons, and wondrous creatures both good and evil. Meet Gruffi, Zummi, Cubbi, Grammi, Tummi, Sunni, and all the legendary Gummis as they laugh, play, foil dastardly plots, and fight for what's right.",1985,TV-G,22,"['animation', 'family', 'fantasy']",['US'],6.0,tt0088528,7.5,10608.0,27.275,7.4
ts22183,TaleSpin,SHOW,Baloo the Bear stars in an adventurous comedy of love and conflict with his friend Kit Cloudkicker. Rebecca Cunningham and her daughter Molly purchase Baloo's failing company and Baloo must fly transport runs to clear his debt while dodging Don Karnage and his sky pirates.,1990,TV-G,22,"['animation', 'action', 'comedy', 'drama', 'family', 'fantasy']",['US'],1.0,tt0098924,7.6,14663.0,16.358,7.2
ts21039,Star Wars: Droids,SHOW,An animated television series that features the exploits of R2-D2 and C-3PO. The series takes place between the events depicted in Star Wars Episode III: Revenge of the Sith and Star Wars Episode IV: A New Hope.,1985,TV-Y7,23,"['scifi', 'animation', 'action', 'comedy', 'family']","['CA', 'US']",2.0,tt0088510,5.9,1764.0,7.848,5.0
ts21976,The New Adventures of Winnie the Pooh,SHOW,An American animated children's television series inspired by A. A. Milne's Winnie-the-Pooh stories.,1988,TV-Y,22,"['comedy', 'family', 'fantasy', 'animation']",['US'],4.0,tt0165052,7.6,4066.0,17.594,7.5
ts28737,Star Wars: Ewoks,SHOW,The Ewok Wicket and his friends from the Bright Tree Village go on many magical adventures.,1985,TV-G,25,"['scifi', 'action', 'family', 'fantasy', 'animation']","['US', 'CA']",2.0,tt0088515,6.0,1923.0,5.548,6.3
ts2431,Boy Meets World,SHOW,"The coming of age events and everyday life-lessons of Cory Matthews, a Philadelphian who grows up from a young boy to a married man.",1993,TV-G,23,"['comedy', 'drama', 'family', 'romance']",['US'],7.0,tt0105958,8.0,41639.0,13.801,8.4
ts21709,Spider-Man,SHOW,"Bitten by a radioactive spider, Peter Parker develops spider-like superpowers. He uses these to fight crime while trying to balance it with the struggles of his personal life.",1994,TV-Y7,21,"['action', 'family', 'romance', 'crime', 'drama', 'fantasy', 'animation', 'scifi', 'thriller']",['US'],5.0,tt0112175,8.4,30818.0,54.932,8.3
ts22158,X-Men,SHOW,"The X-Men are an elite team of mutants, genetically gifted human beings with superpowers, sworn to fight for mutant rights against hostile Government agencies, whilst at the same time protecting mankind from mutant supremacist Magneto who seeks to destroy the human race in return for the atrocities committed against mutant kind.",1992,TV-Y7,22,"['scifi', 'thriller', 'animation', 'action', 'family']",['US'],5.0,tt0103584,8.5,41799.0,47.725,8.2
ts8909,Dinosaurs,SHOW,"Dinosaurs follows the life of a family of dinosaurs, living in a modern world. They have TV's, fridges, microwaves, and every modern convenience.",1991,TV-G,24,"['scifi', 'family', 'fantasy', 'comedy']",['US'],4.0,tt0101081,7.5,18723.0,32.102,7.8
ts6600,Doug,SHOW,"Doug Funnie experiences common predicaments while attending school in his new hometown of Bluffington, Virginia.",1991,TV-Y7,24,"['animation', 'comedy', 'drama', 'family', 'fantasy']",['US'],8.0,tt0122815,7.4,18859.0,12.998,7.4
ts21697,Gargoyles,SHOW,"In Scotland, 994 A.D. Goliath and his clan of gargoyles defend a medieval castle. In present day, David Xanatos buys the castle and moves it to New York City. When the castle is attacked the gargoyles are awakened from a 1000 year curse.",1994,TV-G,22,"['scifi', 'action', 'romance', 'thriller', 'animation', 'drama', 'family', 'fantasy', 'comedy', 'crime']","['JP', 'US']",3.0,tt0108783,8.1,16172.0,20.861,8.2
ts21037,X-Men: Evolution,SHOW,"Teenagers Cyclops, Jean Grey, Rogue, Nightcrawler, Shadowcat, and Spike fight for a world that fears and hates them.",2000,TV-Y7,22,"['action', 'scifi', 'fantasy', 'romance', 'thriller', 'animation', 'drama']",['US'],4.0,tt0247827,7.8,11779.0,29.332,8.0
ts21272,Recess,SHOW,"Six brave fourth-graders at Third Street School make it their mission to protect the other kids on the playground. Despite the rule of King Bob and his minions, who enforce his unwritten laws, T.J, Ashley, Vince, Gus, Gretchen and Mikey seek a rational balance between conformity and individuality.",1997,TV-G,16,"['comedy', 'animation', 'family']",['US'],6.0,tt0126170,7.9,25024.0,31.236,7.8
ts5504,Fantastic Four,SHOW,"When Reed Richards, Sue and Johnny Storm and pilot Ben Grimm take a premature space flight on a new shuttle, they find themselves massively bombarded with cosmic radiation. Barely managing to re-enter and land safely, the quartet find themselves forever transformed with superpowers. Deciding to use these new powers to help people, they form the Fantastic Four, a superhero team dedicated to the protection of Earth from menaces like the Latverian King Dr. Doom and Galactus, the planet consumer.",1994,TV-Y7,21,"['action', 'animation', 'scifi']",['US'],2.0,tt0187635,6.4,3479.0,16.157,6.6
ts20968,Spider-Man Unlimited,SHOW,Spider-Man travels to Counter-Earth to rescue a Terran shuttle crew trapped there and discovers a tyrannical & warped version of his world.,1999,TV-Y7,22,"['action', 'crime', 'family', 'scifi', 'thriller', 'animation']",['US'],1.0,tt0207120,6.3,3326.0,33.194,7.5
ts21059,The Incredible Hulk,SHOW,"The Incredible Hulk is an American animated television series starring the Marvel Comics character the Hulk. It ran two seasons, for 21 episodes, on the television network UPN from 1996 to 1997. Lou Ferrigno, who portrayed Universal's version of the Hulk on the 1970s live-action TV series, provided the Hulk's voice for the true version from Marvel.

The show often featured cameo appearances by characters from other Marvel cartoons of the period. In the second season, the show's format, after UPN decided that Season 1 was too dark, was changed, and to give ""female viewers a chance"", the network ordered that She-Hulk be made a regular co-star. As a result, the series was officially renamed The Incredible Hulk and She-Hulk. The second season also featured the Grey Hulk.",1996,TV-Y7,22,"['drama', 'action', 'fantasy', 'scifi', 'animation']",['US'],3.0,tt0115215,6.7,3280.0,15.591,6.0
ts21291,Pepper Ann,SHOW,"Pepper Ann is an American animated series created by Sue Rose and aired on first run syndication. It debuted on September 1, 1997, and ended on November 24, 2000.

Pepper Ann stars adolescents and charts their ups and downs at Hazelnut Middle School. It aired as part of the The Disney Afternoon block. The character originated in a comic strip published in YM magazine.",1997,TV-Y,15,"['family', 'animation', 'comedy']",['US'],5.0,tt0128890,7.1,3634.0,5.562,6.9
ts22130,Rolie Polie Olie,SHOW,"Rolie Polie Olie was a children's television series produced by Nelvana, distributed by Disney, and created by William Joyce, Maggie Swanson, and Anne Wood. The show centers on a little roly pollie who is composed of several spheres and other three-dimensional geometric shapes. The show was one of the earliest series that was fully animated in CGI, and the first CGI animated preschool series.Rolie Polie Olie now airs in reruns on Disney Junior.

Rolie Polie Olie won a Gemini Award in Canada for ""Best Animated Program"" in 1999. The show also won a Daytime Emmy Award for ""Outstanding Special Class Animated Program"" in 2000 and 2005. William Joyce won a 1999 Daytime Emmy for Best Production Design for this series. The show has a vintage atmosphere reminiscent of the 1950s and early 1960s, with futuristic elements.",1998,TV-Y,21,"['animation', 'comedy', 'family', 'fantasy', 'scifi']","['FR', 'GB', 'US', 'CA']",6.0,tt0172049,6.3,2861.0,8.697,6.8
ts14804,Darkwing Duck,SHOW,"The adventures of superhero Darkwing Duck, aided by his sidekick Launchpad McQuack. In his secret identity of Drake Mallard, he lives in a suburban house with his adopted daughter Gosalyn, next door to the bafflingly dim-witted Muddlefoot family. A spin-off of DuckTales.",1991,TV-G,22,"['action', 'animation', 'comedy', 'crime', 'family', 'fantasy', 'scifi']",['US'],3.0,tt13457990,7.6,16104.0,14.306,7.4
ts10198,Even Stevens,SHOW,"The Stevens are a middle-class family living in Sacramento, CA. Husband and father Steve is a successful attorney. Wife and mother Eileen is a state Senator. Their oldest child Donnie ia a high-school sports legend. Ren, an 8th-grader, is just about the perfect daughter. She makes the best grades, she's popular, she does volunteer work and other extracurricular tasks by the score. Her brother Louis, in the 7th grade, is her opposite. He likes to sleep late, he's messy, his grades are not good, he's frequently in detention and he seems to take nothing seriously. But he is serious about finding something of his own that he can do to put himself on a par with the rest of his overachieving family. Though he and Ren occasionally soften their attitudes toward each other, at any given moment the're likely to be fighting like mongoose and cobra.",2000,TV-G,22,"['comedy', 'family']",['US'],3.0,tt0465828,7.6,14537.0,11.61,7.5
ts21702,Iron Man,SHOW,Industrialist Tony Stark leads a private team of superheroes as Iron Man against the forces of evil.,1994,TV-Y7,22,"['action', 'scifi', 'family', 'animation']",['US'],2.0,tt0115218,6.6,3247.0,11.818,7.0
ts20699,The Little Mermaid,SHOW,"Disney's The Little Mermaid is an American animated television series produced by Walt Disney Television Animation based on the 1989 Disney film of the same name. It features the adventures of Ariel as a mermaid prior to the events of the film. This series is the first Disney television series to be spun off from a major animated film. Some of the voice actors of the film reprise their roles in the series, among them Jodi Benson as Ariel, Samuel E. Wright as Sebastian, Kenneth Mars as King Triton, and Pat Carroll as Ursula.",1992,TV-G,23,"['comedy', 'drama', 'family', 'fantasy', 'romance', 'animation']",['US'],3.0,tt0103477,6.7,5028.0,27.241,7.0
ts43344,Silver Surfer,SHOW,The adventures of the cosmic wanderer as he seeks his lost home after rebelling from his master.,1998,TV-Y7,20,"['scifi', 'thriller', 'animation', 'action']",['US'],1.0,tt0203268,7.0,2361.0,8.806,7.7
ts21195,Smart Guy,SHOW,"T.J. is a boy genius who gets bumped up from the fourth grade to high school. T.J. tries to adjust to his new life, but he shares some classes with his 14 year-old brother Marcus, the school jock, and his clueless and self-absorbed 16 year-old sister Yvette.",1997,TV-G,22,"['comedy', 'drama', 'family']",['US'],3.0,tt0118466,7.4,5099.0,9.37,8.0
ts12215,Bonkers,SHOW,"Bonkers is an animated American television series that aired from September 4, 1993 to August 24, 1995 in first-run syndication. The syndicated run was available both separately, and as part of The Disney Afternoon. The show was last seen on Toon Disney, but was taken off the schedule in late 2004.",1993,TV-Y7,25,"['comedy', 'western', 'action', 'fantasy', 'scifi', 'animation', 'crime', 'family']",['US'],4.0,tt0213334,6.7,1477.0,8.88,6.6
ts22263,Timon & Pumbaa,SHOW,"Set after the events of the ""The Lion King,"" follow Timon and Pumbaa as they go on misadventures in the jungle, as well as across the globe in various.",1995,TV-Y,22,"['comedy', 'scifi', 'animation', 'family', 'music', 'fantasy']",['US'],8.0,tt0112197,7.0,10053.0,44.456,7.2
ts22023,Hercules,SHOW,Follow Herc's many labors during the years he spent training on how to be a hero under the tutelage of satyr Phil. Many of the Olympian Gods and Goddesses pay visit to the young hero-to-be and help or hinder him in his new adventures.,1998,TV-Y,23,"['comedy', 'action', 'animation', 'family', 'fantasy']",['US'],2.0,tt0138967,6.6,10423.0,17.998,6.6
ts25438,Out of the Box,SHOW,"Out of the Box is a Disney Channel TV series that takes place in a playhouse made entirely of cardboard boxes, where two hosts, Tony James and Vivian McLaughlin Bayubay, make crafts, sing songs, and act out plays.

Two special episodes were released on VHS by Walt Disney Home Video, Out of the Box: Trick or Treat, and Out of the Box: Happy Holidays. Trick or Treat is also available on the DVD entitled Rolie Polie Olie: A Spookie Ookie Halloween.

The series was created and executive produced by Douglas Love and was based on his series of books from HarperCollins. Three seasons were filmed at Kaufman Astoria Studios in New York City. The series earned three Parents' Choice Awards for excellence in television and an Emmy nomination.",1998,TV-Y,24,"['music', 'comedy', 'family', 'fantasy', 'sport', 'documentation']",['US'],3.0,tt0277514,7.4,990.0,2.063,10.0
ts9805,Adventures in Wonderland,SHOW,"Adventures in Wonderland is a live-action musical television series based on Walt Disney's animated classic Alice in Wonderland. In the series, Alice, was portrayed as a girl who can go to and from Wonderland simply by walking through her mirror.

The show ran from 1992 to 1995 on the Disney Channel and on stations across the country. Like many Disney Channel original shows, Adventures in Wonderland was taped at Disney-MGM Studios at the Walt Disney World Resort in Lake Buena Vista, Florida, with two sound stages used exclusively for the show, but only for its first 40 episodes. Afterward, shooting was moved to Los Angeles, CA.

Walt Disney Studios Home Entertainment released three VHS tapes of certain episodes.",1992,TV-Y,28,"['scifi', 'comedy', 'family', 'fantasy']",['US'],5.0,tt0300712,7.9,727.0,2.512,7.0
ts20967,So Weird,SHOW,"Fourteen-year-old Fi Phillips investigates the paranormal while touring the country in a bus with her widowed rock-star mom and her skeptical brother, Jack. At the beginning of Season 3, Fi passed the job of case cracker to a songbird named Annie",1999,TV-PG,24,"['scifi', 'family', 'thriller']",['US'],3.0,tt0169247,8.4,2960.0,3.92,7.6
ts20912,Mighty Ducks: The Animated Series,SHOW,"Mighty Ducks is an American animated television series that aired on ABC and The Disney Afternoon in the fall of 1996. The show was inspired by and loosely based on the live-action films and NHL team of the same name. T

DisneyQuest, an ""Indoor Interactive Theme Park"" located in the Downtown Disney area of the Walt Disney World Resort, has an attraction loosely based on the program called Mighty Ducks Pinball Slam. Wildwing is the only character from the show featured, first as a life-size cutout at the front of the queue line and then again as the goalie in the game.",1996,TV-Y7,22,"['action', 'sport', 'family', 'animation', 'comedy', 'scifi', 'drama']",['US'],1.0,tt0115269,6.4,1925.0,5.32,6.6
ts20689,Goof Troop,SHOW,"Goofy is a single father raising his son, Max in Spoonerville. As it happens, Goofy and Max end up moving in next door to Goofy's high school friend Pete and his family. Pete's son PJ and Max become best friends practically doing everything together.",1992,TV-G,22,"['animation', 'comedy', 'family', 'music']",['US'],2.0,tt0103428,6.8,8582.0,11.798,6.6
ts12322,101 Dalmatians: The Series,SHOW,"After foiling Cruella DeVil's plot to make a fur coat with the puppies' skins, the Dearly Family (Roger and Anita Dearly, Nanny, Pongo, Perdita, their 15 birth puppies and 84 adopted puppies) move to a new farm home in the country. Join Pongo and Perdy's pups, brave Lucky, tubby Rolly and Cadpig the runt, together with their chicken friend Spot, as they defend their new home from Cruella DeVil (Anita's boss and now new neighbor), continually get in and out of trouble, sneak into Grutely, and have all sorts of crazy adventures around the farm. Also along for the fun is Tripod, Patch, Two-Tone, Wizzer, Dipstick, Mooch, and the rest of their barnyard friends.",1997,TV-G,22,"['action', 'comedy', 'family', 'animation']",['US'],2.0,tt0144700,6.1,1580.0,18.557,7.0
ts3540,The Avengers: United They Stand,SHOW,"When the planet is threatened by Super Villains, time traveling conquerors, alien invaders, mythical monsters or mad robots bent on the total destruction of humanity, when the forces of evil are so overwhelming that no single hero has the power to save the world, when there is no hope left…the AVENGERS ASSEMBLE!",1999,TV-Y7,22,"['animation', 'action', 'scifi']",['US'],1.0,tt0203247,5.2,946.0,8.808,6.7
ts21063,Quack Pack,SHOW,"This cartoon follows on from the 1980’s cartoon “Ducktales”, continuing the adventures of Huey, Dewey and Louie. Now 12 year olds and living with their uncle Donald Duck, the three spend their time playing practical jokes on their hapless uncle and otherwise getting into trouble.",1996,,22,"['animation', 'comedy', 'family']",['US'],1.0,tt0136658,6.7,4117.0,8.237,7.0
ts21022,Teacher's Pet,SHOW,"Tired of being a dog, Spot the Dog disguises himself as a boy named Scott and goes to school! With the help of his owner, Leonard, the duo try to keep his deception a secret.",2000,TV-Y,21,"['comedy', 'fantasy', 'animation', 'family']",['US'],2.0,tt0257325,6.2,515.0,3.635,7.6
ts1,Star Wars: The Clone Wars,SHOW,"Yoda, Obi-Wan Kenobi, Anakin Skywalker, Mace Windu and other Jedi Knights lead the Grand Army of the Republic against the droid army of the Separatists.",2008,TV-PG,23,"['scifi', 'action', 'animation', 'drama', 'fantasy']",['US'],7.0,tt0458290,8.4,85602.0,83.858,8.5
ts21960,Star Wars: Clone Wars,SHOW,"This Emmy Award-winning series recounts the events and battles of the Galactic Republic’s last major war — the Clone Wars. Jedi Master Obi-Wan Kenobi leads an assault on the planet Muunalist, home of the Intergalactic Banking Clan; his Padawan, Anakin Skywalker, is appointed by Supreme Chancellor Palpatine to lead the Republic’s space forces. Meanwhile, Separatist leader and Sith Lord Count Dooku takes in Force-sensitive gladiator Asajj Ventress as his Sith apprentice, and tasks her with eliminating Skywalker.",2003,TV-PG,10,"['action', 'scifi', 'animation', 'drama', 'family', 'fantasy']",['US'],3.0,tt0361243,7.8,25637.0,17.734,7.7
ts22052,Phineas and Ferb,SHOW,"Each day, two kindhearted suburban stepbrothers on summer vacation embark on some grand new project, which annoys their controlling sister, Candace, who tries to bust them. Meanwhile, their pet platypus plots against evil Dr. Doofenshmirtz.",2007,TV-G,21,"['scifi', 'family', 'animation', 'action', 'comedy']",['US'],4.0,tt0852863,8.3,72.0,41.523,7.9
ts2827,Dog Whisperer,SHOW,"Cesar Millan has been called the Dr. Phil for Dogs. With an uncanny ability to rehabilitate problem dogs of all shapes and sizes. Each episode of the Dog Whisperer documents the remarkable transformations that take place under Cesar's guidance and teaching, helping dogs and their owners live happier lives together.",2004,TV-G,43,"['family', 'reality']",['US'],9.0,tt0423642,7.9,2743.0,10.901,7.1
ts21685,Lizzie McGuire,SHOW,"Lizzie McGuire is all about the ordinary and not-so-ordinary adventures of a junior high student and her two best friends as they try to deal with the ups and downs of school, popularity, boys, parents, a bratty little brother--just life in general. And if Lizzie leaves anything unsaid, you can bet that her cartoon alter ego will say it for her!",2001,TV-PG,22,"['comedy', 'drama', 'family']",['US'],2.0,tt0273366,6.6,19060.0,52.203,7.4
ts32553,Little Einsteins,SHOW,A group of musically gifted and ethnically diverse children travel around the world in an artificially intelligent rocket named Rocket.,2005,TV-Y,25,"['animation', 'comedy', 'family', 'music', 'scifi', 'drama']","['US', 'JP']",3.0,tt0756522,6.2,1834.0,22.299,7.2
ts20394,Kim Possible,SHOW,"If there's danger or trouble, Kim Possible is there on the double to save the world from villains... and still make it home in time for cheerleading practice! Luckily, Kim has her sidekick Ron Stoppable and his pet naked mole-rat Rufus by her side.",2002,TV-G,21,"['action', 'comedy', 'scifi', 'animation', 'family', 'romance']",['US'],4.0,tt0278866,7.2,27038.0,27.249,7.6
ts20626,Hannah Montana,SHOW,"At home and school, she's Miley Stewart, a typical teenager, but when the lights go down and the curtain goes up, she emerges as the glamorous and talented Hannah Montana. Having the ""Best of Both Worlds"" is a complicated proposition, and keeping her identity under wraps leads Miley and her friends into some hilarious capers as she tries to balance her normal life with her rock star persona.",2006,TV-G,24,"['music', 'comedy', 'family']",['US'],4.0,tt0493093,5.1,39783.0,59.412,7.2
ts3533,The Avengers: Earth's Mightiest Heroes,SHOW,"When the powers of a single hero are not enough to save the world, the world’s greatest heroes—Iron Man, Thor, Captain America, The Hulk, Ant-Man/Giant Man and Wasp—assemble to form the Avengers.",2010,TV-Y7,24,"['scifi', 'animation', 'action', 'family']",['US'],2.0,tt1626038,8.3,14706.0,39.251,8.3
ts21258,Wolverine and the X-Men,SHOW,"Wolverine and the X-Men must join together again to not only battle the increasingly powerful Mutant Response Division, but also to prevent a catastrophic future that Xavier has warned Wolverine must never come to pass.",2009,TV-Y7,23,"['action', 'scifi', 'drama', 'family', 'animation']",['US'],1.0,tt0772145,8.0,10914.0,15.961,7.7
ts20581,Mickey Mouse Clubhouse,SHOW,"Mickey and his friends Minnie, Donald, Pluto, Daisy, Goofy, Pete, Clarabelle and more go on fun and educational adventures.",2006,TV-Y,27,"['animation', 'comedy', 'family', 'fantasy']",['US'],5.0,tt0784896,5.7,3596.0,76.107,6.8
ts15388,American Dragon: Jake Long,SHOW,"American Dragon is a coming of age comedy-action series about Jake Long, a 13-year-old Asian-American boy who strives to find balance in his life as a skateboard-grinding, New York 'tween while learning to master his mystical powers (in his secret identity) as the American Dragon, the protector and guardian of all magical creatures secretly living amidst the human world.",2005,TV-G,21,"['comedy', 'action', 'animation', 'family', 'fantasy']",['US'],2.0,tt0429305,6.6,11743.0,71.45,7.9
ts22467,Wizards of Waverly Place,SHOW,"Alex, Justin and Max Russo are not your ordinary kids - they're wizards in training! While their parents run the Waverly Sub Station, the siblings struggle to balance their ordinary lives while learning to master their extraordinary powers.",2007,TV-G,24,"['scifi', 'comedy', 'drama', 'family', 'fantasy']",['US'],4.0,tt0799922,6.9,33279.0,35.107,8.2
ts21656,The Proud Family,SHOW,"Follow the adventures and misadventures of Penny, a 14-year-old African American girl who's doing her best to navigate through the early years of teen-dom. Penny's every encounter inevitably spirals into bigger than life situations filled with hi-jinks, hilarity and heart. Her quest to balance her home, school and social lives are further complicated by friends like the sassy Dijonay, Penny's nemesis LaCienega Boulevardez, her loving, if not over-protective parents and her hip-to-the-groove-granny, Suga Mama.",2001,TV-Y,22,"['animation', 'comedy', 'family', 'fantasy']",['US'],3.0,tt0293737,6.5,7344.0,17.045,8.1
ts30284,Good Luck Charlie,SHOW,"Teens PJ and Teddy and tween brother Gabe are typical kids -- that is, until their mother has another baby. The arrival of their new sister completely upends the entire household. When their mother heads back to work after Charlie's birth, it's up to the kids and their dad to keep the home fires burning -- and to keep Charlie out of trouble as she learns to sit up, crawl, walk and run. Teddy, as the older sister, makes a personalized video diary for Charlie, in each episode adding a nugget of wisdom for her baby sibling.",2010,TV-G,23,"['drama', 'family', 'comedy', 'music']","['GB', 'US']",4.0,tt1415889,7.1,21386.0,99.681,8.0
ts21721,Lilo & Stitch: The Series,SHOW,"Lilo & Stitch: The Series is the animated television spinoff of the feature film, Lilo & Stitch and the follow-up to Stitch! The Movie. It was aired on Disney Channel worldwide, but has only been released on DVD in Japan, in four box sets.",2003,TV-Y7,23,"['action', 'scifi', 'animation', 'comedy', 'family']",['US'],4.0,tt0364774,6.7,9902.0,26.497,7.4
ts21190,Iron Man: Armored Adventures,SHOW,"Iron Man: Armored Adventures is a 3D CGI cartoon series based on the Marvel Comics superhero Iron Man. It debuted in the USA on the Nicktoons on April 24, 2009, and has already begun airing on Canadian network Teletoon. Iron Man: Armored Adventures aired on Nickelodeon on July 4, 2009 until September 12, 2009. The series is story edited by showrunner Christopher Yost, who also worked on Wolverine and the X-Men, and numerous other Marvel Animation projects. The television show is not related to the 2007 animated film The Invincible Iron Man; It has a different voice cast, but some story elements are similar and the show uses the same musical score as the film in some instances. It is the first Iron Man television series since Iron Man from 1994–1996, and started airing after the success of the live action Iron Man film.

The series follows the adventures of teenage child prodigy Tony Stark and his alter ego of Iron Man. As Iron Man, he uses his technological inventions to fight various similarly technologically advanced threats. His friends, James ""Rhodey"" Rhodes and Pepper Potts help him on his courageous, and dangerous adventures.",2009,TV-Y7,23,"['scifi', 'action', 'family', 'fantasy', 'animation']",['US'],2.0,tt0837143,6.4,3570.0,28.796,7.5
ts21940,Kick Buttowski: Suburban Daredevil,SHOW,"Kick Buttowski: Suburban Daredevil is an Emmy Nominated animated television series created by animator Sandro Corsaro, about a young boy named Clarence ""Kick"" Buttowski, who aspires to become the world's greatest daredevil. It became the fourth Disney XD original series and the first animated series. The show premiered on February 13, 2010, with two episodes airing the first day. Also the series premiered on Disney Channel Asia on May 28, 2010 There are two 11-minute segments per show. The show uses Toon Boom Animation software. There are also some 3D-animated elements. The series is executive-produced and directed by Chris Savino. and Sandro Corsaro. Many of the characters and situations were based on the Corsaro's childhood growing up in Stoneham, Massachusetts.",2010,TV-Y7,23,"['action', 'comedy', 'family', 'thriller', 'animation']",['US'],2.0,tt1600757,6.6,4980.0,176.619,8.2
ts21857,The Suite Life of Zack & Cody,SHOW,"Meet Zack and Cody, 11 year-old identical twins and the newest residents of Boston's swanky Tipton Hotel. Living in a suite with their mom Carey, the boys treat the Tipton like their own personal playground.",2005,TV-G,26,"['comedy', 'family']",['US'],3.0,tt0426371,6.5,35924.0,25.955,7.8
ts22233,Shake It Up,SHOW,"Best pals CeCe and Rocky dream of dancing stardom. And they seem on the verge of realizing that goal when they win places as backup dancers on the local TV show ""Shake It Up, Chicago."" While they get to show off their moves, they find out they need to keep putting their best feet forward to keep up with the rest of the crew on the show.",2010,TV-G,25,"['comedy', 'family']",['US'],3.0,tt0453993,7.8,73.0,26.251,7.9
